,label_tec,label_subtec,tec_name,sentence
6714,T1547,T1547.009,Shortcut Modification,"RedLeaves, attempts to add a shortcut file in the Startup folder to achieve persistence."
6715,T1547,T1547.009,Shortcut Modification,"Okrum, can establish persistence by creating a .lnk shortcut to itself in the Startup folder."
6716,T1547,T1547.009,Shortcut Modification,"Reaver, creates a shortcut file and saves it in a Startup folder to establish persistence."
6717,T1547,T1547.009,Shortcut Modification,"Grandoreiro, can write or modify browser shortcuts to enable launching of malicious browser extensions."
6718,T1547,T1547.009,Shortcut Modification,"Helminth, establishes persistence by creating a shortcut."
6719,T1547,T1547.009,Shortcut Modification,"MarkiRAT, can modify the shortcut that launches Telegram by replacing its path with the malicious payload to launch with the legitimate executable."
6720,T1547,T1547.009,Shortcut Modification,"Micropsia, creates a shortcut to maintain persistence."
6721,T1547,T1547.009,Shortcut Modification,"Comnie, establishes persistence via a .lnk file in the victim’s startup path."
6722,T1547,T1547.009,Shortcut Modification,"Gazer, can establish persistence by creating a .lnk file in the Start menu or by modifying existing .lnk files to execute the malware through cmd.exe."
6723,T1547,T1547.009,Shortcut Modification,"The BlackEnergy, 3 variant drops its main DLL component and then creates a .lnk shortcut to that file in the startup folder."
6724,T1547,T1547.009,Shortcut Modification,"SPACESHIP, achieves persistence by creating a shortcut in the current user's Startup folder."
6725,T1547,T1547.009,Shortcut Modification,"TinyZBot, can create a shortcut in the Windows startup folder for persistence."
6726,T1547,T1547.009,Shortcut Modification,"Astaroth,'s initial payload is a malicious .LNK file."
6727,T1547,T1547.009,Shortcut Modification,"S-Type, may create the file %HOMEPATH%\Start Menu\Programs\Startup\Realtek {Unique Identifier}.lnk, which points to the malicious `msdtc.exe` file already created in the `%CommonFiles%` directory."
6728,T1547,T1547.009,Shortcut Modification,"SHIPSHAPE, achieves persistence by creating a shortcut in the Startup folder."
6729,T1547,T1547.009,Shortcut Modification,"BACKSPACE, achieves persistence by creating a shortcut to itself in the CSIDL_STARTUP directory."
6730,T1547,T1547.009,Shortcut Modification,"SeaDuke, is capable of persisting via a .lnk file stored in the Startup directory."
6731,T1547,T1547.009,Shortcut Modification,"InvisiMole, can use a .lnk shortcut for the Control Panel to establish persistence."
6732,T1547,T1547.009,Shortcut Modification,"FELIXROOT, creates a .LNK file for persistence."
6733,T1547,T1547.009,Shortcut Modification,"A version of KONNI, drops a Windows shortcut on the victim’s machine to establish persistence."
6734,T1547,T1547.009,Shortcut Modification,"Bazar, can establish persistence by writing shortcuts to the Windows Startup folder."
6735,T1547,T1547.009,Shortcut Modification,"Kazuar, adds a .lnk file to the Windows startup folder."
6736,T1547,T1547.009,Shortcut Modification,"Stuxnet, used copies of .lnk shortcuts to propagate through removable media."
6737,T1547,T1547.009,Shortcut Modification,"APT39, has modified LNK shortcuts."
6738,T1547,T1547.009,Shortcut Modification,"Leviathan, has used JavaScript to create a shortcut file in the Startup folder that points to its main backdoor."
6739,T1547,T1547.009,Shortcut Modification,"Lazarus Group, malware has maintained persistence on a system by creating a LNK shortcut in the user’s Startup folder."
6740,T1547,T1547.009,Shortcut Modification,"Gorgon Group, malware can create a .lnk file and add a Registry Run key to establish persistence."
6741,T1547,T1547.009,Shortcut Modification,"Dragonfly, has manipulated .lnk files to gather user credentials in conjunction with Forced Authentication,."
6742,T1547,T1547.009,Shortcut Modification,"APT29, drops a Windows shortcut file for execution."
6743,T1547,T1547.009,Shortcut Modification,"Darkhotel, has dropped an mspaint.lnk shortcut to disk which launches a shell script that downloads and executes a file."
6744,T1547,T1547.009,Shortcut Modification,"Dragonfly 2.0, manipulated .lnk files to gather user credentials in conjunction with Forced Authentication,."
6745,T1010,T1010,Application Window Discovery,Adversaries may attempt to get a listing of open application windows.
6746,T1010,T1010,Application Window Discovery,Window listings could convey information about how the system is used.
6747,T1010,T1010,Application Window Discovery,"For example, information about application windows could be used identify potential data to collect as well as identifying security tooling  to evade."
6748,T1010,T1010,Application Window Discovery,Adversaries typically abuse system features for this type of enumeration.
6749,T1010,T1010,Application Window Discovery,"For example, they may gather information through native system features such as Command and Scripting Interpreter, commands and Native API, functions."
6750,T1010,T1010,Application Window Discovery,"Attor, can obtain application window titles and then determines which windows to perform Screen Capture on."
6751,T1010,T1010,Application Window Discovery,"NetTraveler, reports window names along with keylogger information to provide application context."
6752,T1010,T1010,Application Window Discovery,"Cadelspy, has the ability to identify open windows on the compromised host."
6753,T1010,T1010,Application Window Discovery,"Flagpro, can check the name of the window displayed on the system."
6754,T1010,T1010,Application Window Discovery,"njRAT, gathers information about opened windows during the initial infection."
6755,T1010,T1010,Application Window Discovery,"Trojan.Karagany, can monitor the titles of open windows to identify specific keywords."
6756,T1010,T1010,Application Window Discovery,"DarkGate, will search for cryptocurrency wallets by examining application window names for specific strings."
6757,T1010,T1010,Application Window Discovery,"DarkGate, extracts information collected via NirSoft tools from the hosting process's memory by first identifying the window through the FindWindow API function."
6758,T1010,T1010,Application Window Discovery,"DarkWatchman, reports window names along with keylogger information to provide application context."
6759,T1010,T1010,Application Window Discovery,"PowerDuke, has a command to get text of the current foreground window."
6760,T1010,T1010,Application Window Discovery,"InvisiMole, can enumerate windows and child windows on a compromised host."
6761,T1010,T1010,Application Window Discovery,"Aria-body, has the ability to identify the titles of running windows on a compromised host."
6762,T1010,T1010,Application Window Discovery,"Grandoreiro, can identify installed security tools based on window names."
6763,T1010,T1010,Application Window Discovery,"WINERACK, can enumerate active windows."
6764,T1010,T1010,Application Window Discovery,"Machete, saves the window names."
6765,T1010,T1010,Application Window Discovery,"NightClub, can use `GetForegroundWindow` to enumerate the active window."
6766,T1010,T1010,Application Window Discovery,"NETWIRE, can discover and close windows on controlled systems."
6767,T1010,T1010,Application Window Discovery,"Kazuar, gathers information about opened windows."
6768,T1010,T1010,Application Window Discovery,"Remexi, has a command to capture active windows on the machine and retrieve window titles."
6769,T1010,T1010,Application Window Discovery,"SOUNDBITE, is capable of enumerating application windows."
6770,T1010,T1010,Application Window Discovery,"The discovery modules used with Duqu, can collect information on open windows."
6771,T1010,T1010,Application Window Discovery,"HotCroissant, has the ability to list the names of all open windows on the infected host."
6772,T1010,T1010,Application Window Discovery,"Metamorfo, can enumerate all windows on the victim’s machine."
6773,T1010,T1010,Application Window Discovery,"ROKRAT, can use  the `GetForegroundWindow` and `GetWindowText` APIs to discover where the user is typing."
6774,T1010,T1010,Application Window Discovery,"Catchamas, obtains application windows titles and then determines which windows to perform Screen Capture, on."
6775,T1010,T1010,Application Window Discovery,"QakBot, has the ability to enumerate windows on a compromised host."
6776,T1010,T1010,Application Window Discovery,"PLEAD, has the ability to list open windows on the compromised host."
6777,T1010,T1010,Application Window Discovery,"PoisonIvy, captures window titles."
6778,T1010,T1010,Application Window Discovery,"FunnyDream, has the ability to discover application windows via execution of `EnumWindows`."
6779,T1010,T1010,Application Window Discovery,captures window titles.
6780,T1010,T1010,Application Window Discovery,"Lazarus Group, malware IndiaIndia obtains and sends to its C2 server the title of the window for each running process."
6781,T1010,T1010,Application Window Discovery,The KilaAlfa keylogger also reports the title of the window in the foreground.
6782,T1010,T1010,Application Window Discovery,"HEXANE, has used a PowerShell-based keylogging tool to capture the window title."
6783,T1032,T1032,Standard Cryptographic Protocol,Adversaries may explicitly employ a known encryption algorithm to conceal command and control traffic rather than relying on any inherent protections provided by a communication protocol.
6784,T1032,T1032,Standard Cryptographic Protocol,"Despite the use of a secure algorithm, these implementations may be vulnerable to reverse engineering if necessary secret keys are encoded and/or generated within malware samples/configuration files."
6785,T1032,T1032,Standard Cryptographic Protocol,"Remsec,'s network loader encrypts C2 traffic with RSA and RC6."
6786,T1032,T1032,Standard Cryptographic Protocol,"MobileOrder, uses AES to encrypt C2 communications."
6787,T1032,T1032,Standard Cryptographic Protocol,"Nidiran, uses RC4 to encrypt C2 traffic."
6788,T1032,T1032,Standard Cryptographic Protocol,"Some Felismus, samples use AES to encrypt C2 traffic."
6789,T1032,T1032,Standard Cryptographic Protocol,"Machete, has relied on TLS-encrypted FTP to transfer data out of target environments."
6790,T1032,T1032,Standard Cryptographic Protocol,APT34 used the Plink utility and other tools to create tunnels to C2 servers.
6791,T1087,T1087.003,Email Account,Adversaries may attempt to get a listing of email addresses and accounts.
6792,T1087,T1087.003,Email Account,Adversaries may try to dump Exchange address lists such as global address lists .
6793,T1087,T1087.003,Email Account,"In on-premises Exchange and Exchange Online, theGet-GlobalAddressList PowerShell cmdlet can be used to obtain email addresses and accounts from a domain using an authenticated session."
6794,T1087,T1087.003,Email Account,"In Google Workspace, the GAL is shared with Microsoft Outlook users through the Google Workspace Sync for Microsoft Outlook  service."
6795,T1087,T1087.003,Email Account,"Additionally, the Google Workspace Directory allows for users to get a listing of other users within the organization."
6796,T1087,T1087.003,Email Account,"Grandoreiro, can parse Outlook .pst files to extract e-mail addresses."
6797,T1087,T1087.003,Email Account,"Backdoor.Oldrea, collects address book information from Outlook."
6798,T1087,T1087.003,Email Account,"TrickBot, collects email addresses from Outlook."
6799,T1087,T1087.003,Email Account,"Lizar, can collect email accounts from Microsoft Outlook and Mozilla Thunderbird."
6800,T1087,T1087.003,Email Account,"BoomBox, can execute an LDAP query to discover e-mail accounts for domain users."
6801,T1087,T1087.003,Email Account,"TA505, has used the tool EmailStealer to steal and send lists of e-mail addresses to a remote server."
6802,T1087,T1087.003,Email Account,"Magic Hound, has used Powershell to discover email accounts."
6803,T1087,T1087.003,Email Account,"Sandworm Team, used malware to enumerate email settings, including usernames and passwords, from the M.E.Doc application."
6804,T1497,T1497.003,Time Based Evasion,Adversaries may employ various time-based methods to detect and avoid virtualization and analysis environments.
6805,T1497,T1497.003,Time Based Evasion,"This may include enumerating time-based properties, such as uptime or the system clock, as well as the use of timers or other triggers to avoid a virtual machine environment  or sandbox, specifically those that are automated or only operate for a limited amount of time."
6806,T1497,T1497.003,Time Based Evasion,"Adversaries may employ various time-based evasions, such as delaying malware functionality upon initial execution using programmatic sleep commands or native system scheduling functionality ."
6807,T1497,T1497.003,Time Based Evasion,"Delays may also be based on waiting for specific victim conditions to be met  or employ scheduled Multi-Stage Channels, to avoid analysis and scrutiny."
6808,T1497,T1497.003,Time Based Evasion,Benign commands or other operations may also be used to delay malware execution.
6809,T1497,T1497.003,Time Based Evasion,"Loops or otherwise needless repetitions of commands, such as Ping,s, may be used to delay malware execution and potentially exceed time thresholds of automated analysis environments."
6810,T1497,T1497.003,Time Based Evasion,"Another variation, commonly referred to as API hammering, involves making various calls to Native API, functions in order to delay execution ."
6811,T1497,T1497.003,Time Based Evasion,"Adversaries may also use time as a metric to detect sandboxes and analysis environments, particularly those that attempt to manipulate time mechanisms to simulate longer elapses of time."
6812,T1497,T1497.003,Time Based Evasion,"For example, an adversary may be able to identify a sandbox accelerating time by sampling and calculating the expected value for an environment's timestamp before and after execution of a sleep function."
6813,T1497,T1497.003,Time Based Evasion,"After initial installation, Raindrop, runs a computation to delay execution."
6814,T1497,T1497.003,Time Based Evasion,"P8RAT, has the ability to ""sleep"" for a specified time to evade detection."
6815,T1497,T1497.003,Time Based Evasion,"SUNBURST, remained dormant after initial access for a period of up to two weeks."
6816,T1497,T1497.003,Time Based Evasion,"BendyBear, can check for analysis environments and signs of debugging using the Windows API kernel32!GetTickCountKernel32 call."
6817,T1497,T1497.003,Time Based Evasion,"Egregor, can perform a  long sleep  to evade detection."
6818,T1497,T1497.003,Time Based Evasion,"Clop, has used the sleep command to avoid sandbox detection."
6819,T1497,T1497.003,Time Based Evasion,"SodaMaster, has the ability to put itself to ""sleep"" for a specified time."
6820,T1497,T1497.003,Time Based Evasion,"Clambling, can wait 30 minutes before initiating contact with C2."
6821,T1497,T1497.003,Time Based Evasion,"Ursnif, has used a 30 minute delay after execution to evade sandbox monitoring tools."
6822,T1497,T1497.003,Time Based Evasion,"Okrum,'s loader can detect presence of an emulator by using two calls to GetTickCount API, and checking whether the time has been accelerated."
6823,T1497,T1497.003,Time Based Evasion,"FatDuke, can turn itself on or off at random intervals."
6824,T1497,T1497.003,Time Based Evasion,"DarkTortilla, can implement the `kernel32.dll` Sleep function to delay execution for up to 300 seconds before implementing persistence or processing an addon package."
6825,T1497,T1497.003,Time Based Evasion,"Bumblebee, has the ability to set a hardcoded and randomized sleep interval."
6826,T1497,T1497.003,Time Based Evasion,"Crimson, can determine when it has been installed on a host for at least 15 days before downloading the final payload."
6827,T1497,T1497.003,Time Based Evasion,"Saint Bot, has used the command `timeout 20` to pause the execution of its initial loader."
6828,T1497,T1497.003,Time Based Evasion,"Tomiris, has the ability to sleep for at least nine minutes to evade sandbox-based analysis systems."
6829,T1497,T1497.003,Time Based Evasion,"HermeticWiper, has the ability to receive a command parameter to sleep prior to carrying out destructive actions on a targeted host."
6830,T1497,T1497.003,Time Based Evasion,"Lokibot, has performed a time-based anti-debug check before downloading its third stage."
6831,T1497,T1497.003,Time Based Evasion,"Snip3, can execute `WScript.Sleep` to delay execution of its second stage."
6832,T1497,T1497.003,Time Based Evasion,"Bisonal, has checked if the malware is running in a virtual environment with the anti-debug function GetTickCount to compare the timing."
6833,T1497,T1497.003,Time Based Evasion,"StrifeWater, can modify its sleep time responses from the default of 20-22 seconds."
6834,T1497,T1497.003,Time Based Evasion,"Pony, has delayed execution using a built-in function to avoid detection and analysis."
6835,T1497,T1497.003,Time Based Evasion,"TrickBot, has used printf and file I/O loops to delay process execution as part of API hammering."
6836,T1497,T1497.003,Time Based Evasion,"metaMain, has delayed execution for five to six minutes during its persistence establishment process."
6837,T1497,T1497.003,Time Based Evasion,"The QakBot, dropper can delay dropping the payload to evade detection."
6838,T1497,T1497.003,Time Based Evasion,"LiteDuke, can wait 30 seconds before executing additional code if security software is detected."
6839,T1497,T1497.003,Time Based Evasion,"GrimAgent, can sleep for 195 - 205 seconds after payload execution and before deleting its task."
6840,T1497,T1497.003,Time Based Evasion,"Bazar, can use a timer to delay execution of core functionality."
6841,T1497,T1497.003,Time Based Evasion,"EvilBunny, has used time measurements from 3 different APIs before and after performing sleep operations to check and abort if the malware is running in a sandbox."
6842,T1497,T1497.003,Time Based Evasion,"BADFLICK, has delayed communication to the actor-controlled IP address by 5 minutes."
6843,T1497,T1497.003,Time Based Evasion,"GoldenSpy,'s installer has delayed installation of GoldenSpy, for two hours after it reaches a victim system."
6844,T1497,T1497.003,Time Based Evasion,"WhisperGate, can pause for 20 seconds to bypass antivirus solutions."
6845,T1497,T1497.003,Time Based Evasion,"DRATzarus, can use the `GetTickCount` and `GetSystemTimeAsFileTime` API calls to measure function timing."
6846,T1497,T1497.003,Time Based Evasion,"DRATzarus, can also remotely shut down into sleep mode under specific conditions to evade 
detection."
6847,T1497,T1497.003,Time Based Evasion,"GoldMax, has set an execution trigger date and time, stored as an ASCII Unix/Epoch time value."
6848,T1497,T1497.003,Time Based Evasion,"GuLoader, has the ability to perform anti-debugging based on time checks, API calls, and CPUID."
6849,T1497,T1497.003,Time Based Evasion,"SVCReady, can enter a sleep stage for 30 minutes to evade detection."
6850,T1497,T1497.003,Time Based Evasion,"Using the machine's local time, XCSSET, waits 43200 seconds  from the initial creation timestamp of a specific file, .report."
6851,T1497,T1497.003,Time Based Evasion,"After the elapsed time, XCSSET, executes additional modules."
6852,T1497,T1497.003,Time Based Evasion,"ThiefQuest, invokes time call to check the system's time, executes a sleep command, invokes a second time call, and then compares the time difference between the two time calls and the amount of time the system slept to identify the sandbox."
6853,T1497,T1497.003,Time Based Evasion,"AppleJeus, has waited a specified time before downloading a second stage payload."
6854,T1182,T1182,AppCert DLLs,"Dynamic-link libraries  that are specified in the AppCertDLLs Registry key under HKEY_LOCAL_MACHINE\System\CurrentControlSet\Control\Session Manager are loaded into every process that calls the ubiquitously used application programming interface  functions CreateProcess, CreateProcessAsUser, CreateProcessWithLoginW, CreateProcessWithTokenW, or WinExec."
6855,T1182,T1182,AppCert DLLs,"Similar to Process Injection,, this value can be abused to obtain persistence and privilege escalation by causing a malicious DLL to be loaded and run in the context of separate processes on the computer."
6856,T1218,T1218.003,CMSTP,Adversaries may abuse CMSTP to proxy execution of malicious code.
6857,T1218,T1218.003,CMSTP,The Microsoft Connection Manager Profile Installer  is a command-line program used to install Connection Manager service profiles.
6858,T1218,T1218.003,CMSTP,CMSTP.exe accepts an installation information file  as a parameter and installs a service profile leveraged for remote access connections.
6859,T1218,T1218.003,CMSTP,Adversaries may supply CMSTP.exe with INF files infected with malicious commands.
6860,T1218,T1218.003,CMSTP,"Similar to Regsvr32, / ”Squiblydoo”, CMSTP.exe may be abused to load and execute DLLs   and/or COM scriptlets  from remote servers."
6861,T1218,T1218.003,CMSTP,This execution may also bypass AppLocker and other application control defenses since CMSTP.exe is a legitimate binary that may be signed by Microsoft.
6862,T1218,T1218.003,CMSTP,"CMSTP.exe can also be abused to Bypass User Account Control, and execute arbitrary commands from a malicious INF through an auto-elevated COM interface."
6863,T1218,T1218.003,CMSTP,"MuddyWater, has used CMSTP.exe and a malicious INF to execute its POWERSTATS, payload."
6864,T1218,T1218.003,CMSTP,"Cobalt Group, has used the command cmstp.exe /s /ns C:\Users\ADMINI~W\AppData\Local\Temp\XKNqbpzl.txt to bypass AppLocker and launch a malicious script."
6865,T1563,T1563.001,SSH Hijacking,Adversaries may hijack a legitimate user's SSH session to move laterally within an environment.
6866,T1563,T1563.001,SSH Hijacking,Secure Shell  is a standard means of remote access on Linux and macOS systems.
6867,T1563,T1563.001,SSH Hijacking,"It allows a user to connect to another system via an encrypted tunnel, commonly authenticating through a password, certificate or the use of an asymmetric encryption key pair."
6868,T1563,T1563.001,SSH Hijacking,"In order to move laterally from a compromised host, adversaries may take advantage of trust relationships established with other systems via public key authentication in active SSH sessions by hijacking an existing connection to another system."
6869,T1563,T1563.001,SSH Hijacking,This may occur through compromising the SSH agent itself or by having access to the agent's socket.
6870,T1563,T1563.001,SSH Hijacking,"If an adversary is able to obtain root access, then hijacking SSH sessions is likely trivial."
6871,T1563,T1563.001,SSH Hijacking,"SSH Hijacking, differs from use of SSH, because it hijacks an existing SSH session rather than creating a new session using Valid Accounts,."
6872,T1562,T1562.002,Disable Windows Event Logging,Adversaries may disable Windows event logging to limit data that can be leveraged for detections and audits.
6873,T1562,T1562.002,Disable Windows Event Logging,"Windows event logs record user and system activity such as login attempts, process creation, and much more."
6874,T1562,T1562.002,Disable Windows Event Logging,This data is used by security tools and analysts to generate detections.
6875,T1562,T1562.002,Disable Windows Event Logging,The EventLog service maintains event logs from various system components and applications.
6876,T1562,T1562.002,Disable Windows Event Logging,"By default, the service automatically starts when a system powers on."
6877,T1562,T1562.002,Disable Windows Event Logging,"An audit policy, maintained by the Local Security Policy , defines which system events the EventLog service logs."
6878,T1562,T1562.002,Disable Windows Event Logging,"Security audit policy settings can be changed by running secpol.msc, then navigating to Security Settings\Local Policies\Audit Policy for basic audit policy settings or Security Settings\Advanced Audit Policy Configuration for advanced audit policy settings."
6879,T1562,T1562.002,Disable Windows Event Logging,auditpol.exe may also be used to set audit policies.
6880,T1562,T1562.002,Disable Windows Event Logging,Adversaries may target system-wide logging or just that of a particular application.
6881,T1562,T1562.002,Disable Windows Event Logging,"For example, the Windows EventLog service may be disabled using the Set-Service -Name EventLog -Status Stopped or sc config eventlog start=disabled commands ."
6882,T1562,T1562.002,Disable Windows Event Logging,"Additionally, the service may be disabled by modifying the “Start” value in HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\EventLog then restarting the system for the change to take effect."
6883,T1562,T1562.002,Disable Windows Event Logging,There are several ways to disable the EventLog service via registry key modification.
6884,T1562,T1562.002,Disable Windows Event Logging,"First, without Administrator privileges, adversaries may modify the ""Start"" value in the key HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Control\WMI\Autologger\EventLog-Security, then reboot the system to disable the Security EventLog."
6885,T1562,T1562.002,Disable Windows Event Logging,"Second, with Administrator privilege, adversaries may modify the same values in HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Control\WMI\Autologger\EventLog-System and HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Control\WMI\Autologger\EventLog-Application to disable the entire EventLog."
6886,T1562,T1562.002,Disable Windows Event Logging,"Additionally, adversaries may use auditpol and its sub-commands in a command prompt to disable auditing or clear the audit policy."
6887,T1562,T1562.002,Disable Windows Event Logging,"To enable or disable a specified setting or audit category, adversaries may use the /success or /failure parameters."
6888,T1562,T1562.002,Disable Windows Event Logging,"For example, auditpol /set /category:”Account Logon” /success:disable /failure:disable turns off auditing for the Account Logon category."
6889,T1562,T1562.002,Disable Windows Event Logging,"To clear the audit policy, adversaries may run the following lines: auditpol /clear /y or auditpol /remove /allusers."
6890,T1562,T1562.002,Disable Windows Event Logging,"By disabling Windows event logging, adversaries can operate while leaving less evidence of a compromise behind."
6891,T1562,T1562.002,Disable Windows Event Logging,"Threat Group-3390, has used appcmd.exe to disable logging on a victim server."
6892,T1562,T1562.002,Disable Windows Event Logging,"Magic Hound, has executed scripts to disable the event log service."
6893,T1562,T1562.002,Disable Windows Event Logging,"APT29, used AUDITPOL to prevent the collection of audit logs."
6894,T1562,T1562.002,Disable Windows Event Logging,"Sandworm Team, has disabled event logging on compromised systems."
6895,T1562,T1562.002,Disable Windows Event Logging,"UNC2452, used AUDITPOL to prevent the collection of audit logs."
6896,T1029,T1029,Scheduled Transfer,Adversaries may schedule data exfiltration to be performed only at certain times of day or at certain intervals.
6897,T1029,T1029,Scheduled Transfer,This could be done to blend traffic patterns with normal activity or availability.
6898,T1029,T1029,Scheduled Transfer,"When scheduled exfiltration is used, other exfiltration techniques likely apply as well to transfer the information out of the network, such as Exfiltration Over C2 Channel, or Exfiltration Over Alternative Protocol,."
6899,T1029,T1029,Scheduled Transfer,"jRAT, can be configured to reconnect at certain intervals."
6900,T1029,T1029,Scheduled Transfer,"Flagpro, has the ability to wait for a specified time interval between communicating with and executing commands from C2."
6901,T1029,T1029,Scheduled Transfer,"Shark, can pause C2 communications for a specified time."
6902,T1029,T1029,Scheduled Transfer,"LightNeuron, can be configured to exfiltrate data during nighttime or working hours."
6903,T1029,T1029,Scheduled Transfer,"POWERSTATS, can sleep for a given number of seconds."
6904,T1029,T1029,Scheduled Transfer,"Dipsind, can be configured to only run during normal working hours, which would make its communications harder to distinguish from normal traffic."
6905,T1029,T1029,Scheduled Transfer,"ComRAT, has been programmed to sleep outside local business hours ."
6906,T1029,T1029,Scheduled Transfer,"ADVSTORESHELL, collects, compresses, encrypts, and exfiltrates data to the C2 server every 10 minutes."
6907,T1029,T1029,Scheduled Transfer,"Linfo, creates a backdoor through which remote attackers can change the frequency at which compromised hosts contact remote C2 infrastructure."
6908,T1029,T1029,Scheduled Transfer,"Ninja, can configure its agent to work only in specific time frames."
6909,T1029,T1029,Scheduled Transfer,"Cobalt Strike, can set its Beacon payload to reach out to the C2 server on an arbitrary and random interval."
6910,T1029,T1029,Scheduled Transfer,"ShimRat, can sleep when instructed to do so by the C2."
6911,T1029,T1029,Scheduled Transfer,"Machete, sends stolen data to the C2 server every 10 minutes."
6912,T1029,T1029,Scheduled Transfer,"ShadowPad, has sent data back to C2 every 8 hours."
6913,T1029,T1029,Scheduled Transfer,"TinyTurla, contacts its C2 based on a scheduled timing set in its configuration."
6914,T1029,T1029,Scheduled Transfer,"Chrommme, can set itself to sleep before requesting a new command from C2."
6915,T1029,T1029,Scheduled Transfer,"Kazuar, can sleep for a specific time and be set to communicate at specific intervals."
6916,T1029,T1029,Scheduled Transfer,"Cobalt Strike, can set its ""beacon"" payload to reach out to the C2 server on an arbitrary and random interval."
6917,T1029,T1029,Scheduled Transfer,In addition it will break large data sets into smaller chunks for exfiltration.
6918,T1029,T1029,Scheduled Transfer,"Higaisa, sent the victim computer identifier in a User-Agent string back to the C2 server every 10 minutes."
6919,T1021,T1021.002,SMB/Windows Admin Shares,"Adversaries may use Valid Accounts, to interact with a remote network share using Server Message Block ."
6920,T1021,T1021.002,SMB/Windows Admin Shares,"SMB is a file, printer, and serial port sharing protocol for Windows machines on the same network or domain."
6921,T1021,T1021.002,SMB/Windows Admin Shares,"Adversaries may use SMB to interact with file shares, allowing them to move laterally throughout a network."
6922,T1021,T1021.002,SMB/Windows Admin Shares,Linux and macOS implementations of SMB typically use Samba.
6923,T1021,T1021.002,SMB/Windows Admin Shares,Windows systems have hidden network shares that are accessible only to administrators and provide the ability for remote file copy and other administrative functions.
6924,T1021,T1021.002,SMB/Windows Admin Shares,"Example network shares include `C$`, `ADMIN$`, and `IPC$`."
6925,T1021,T1021.002,SMB/Windows Admin Shares,"Adversaries may use this technique in conjunction with administrator-level Valid Accounts, to remotely access a networked system over SMB, to interact with systems using remote procedure calls , transfer files, and run transferred binaries through remote Execution."
6926,T1021,T1021.002,SMB/Windows Admin Shares,"Example execution techniques that rely on authenticated sessions over SMB/RPC are Scheduled Task/Job,, Service Execution,, and Windows Management Instrumentation,."
6927,T1021,T1021.002,SMB/Windows Admin Shares,"Adversaries can also use NTLM hashes to access administrator shares on systems with Pass the Hash, and certain configuration and patch levels."
6928,T1021,T1021.002,SMB/Windows Admin Shares,"Conti, can spread via SMB and encrypts files on different hosts, potentially compromising an entire network."
6929,T1021,T1021.002,SMB/Windows Admin Shares,"HermeticWizard, can use a list of hardcoded credentials to to authenticate via NTLMSSP to the SMB shares on remote systems."
6930,T1021,T1021.002,SMB/Windows Admin Shares,"Emotet, has leveraged the Admin$, C$, and IPC$ shares for lateral movement."
6931,T1021,T1021.002,SMB/Windows Admin Shares,"zwShell, has been copied over network shares to move laterally."
6932,T1021,T1021.002,SMB/Windows Admin Shares,"Ryuk, has used the C$ network share for lateral movement."
6933,T1021,T1021.002,SMB/Windows Admin Shares,"Shamoon, accesses network share, enables share access to the target device, copies an executable payload to the target system, and uses a Scheduled Task/Job, to execute the malware."
6934,T1021,T1021.002,SMB/Windows Admin Shares,"Royal, can use SMB to connect to move laterally."
6935,T1021,T1021.002,SMB/Windows Admin Shares,"NotPetya, can use PsExec,, which interacts with the ADMIN$ network share to execute commands on remote systems."
6936,T1021,T1021.002,SMB/Windows Admin Shares,"Diavol, can spread throughout a network via SMB prior to encryption."
6937,T1021,T1021.002,SMB/Windows Admin Shares,"BlackEnergy, has run a plug-in on a victim to spread through the local network by using PsExec, and accessing admin shares."
6938,T1021,T1021.002,SMB/Windows Admin Shares,"Zox, has the ability to use SMB for communication."
6939,T1021,T1021.002,SMB/Windows Admin Shares,"Conficker, variants spread through NetBIOS share propagation."
6940,T1021,T1021.002,SMB/Windows Admin Shares,"Kwampirs, copies itself over network shares to move laterally on a victim network."
6941,T1021,T1021.002,SMB/Windows Admin Shares,"The Regin, malware platform can use Windows admin shares to move laterally."
6942,T1021,T1021.002,SMB/Windows Admin Shares,"Stuxnet, propagates to available network shares."
6943,T1021,T1021.002,SMB/Windows Admin Shares,"Cobalt Strike, can use Window admin shares  for lateral movement."
6944,T1021,T1021.002,SMB/Windows Admin Shares,"Olympic Destroyer, uses PsExec, to interact with the ADMIN$ network share to execute commands on remote systems."
6945,T1021,T1021.002,SMB/Windows Admin Shares,"Net Crawler, uses Windows admin shares to establish authenticated sessions to remote systems over SMB as part of lateral movement."
6946,T1021,T1021.002,SMB/Windows Admin Shares,"Lucifer, can infect victims by brute forcing SMB."
6947,T1021,T1021.002,SMB/Windows Admin Shares,"Anchor, can support windows execution via SMB shares."
6948,T1021,T1021.002,SMB/Windows Admin Shares,"Moses Staff, has used batch scripts that can enable SMB on a compromised host."
6949,T1021,T1021.002,SMB/Windows Admin Shares,"Threat Group-1314, actors mapped network drives using net use."
6950,T1021,T1021.002,SMB/Windows Admin Shares,"Wizard Spider, has used SMB to drop Cobalt Strike Beacon on a domain controller for lateral movement."
6951,T1021,T1021.002,SMB/Windows Admin Shares,"APT41, has transferred implant files using Windows Admin Shares."
